drug_name,smiles,tokens
pitavastatin,O[C@H](C[C@H](O)\C=C\C1=C(N=C2C=CC=CC2=C1C1=CC=C(F)C=C1)C1CC1)CC(O)=O,"['O[C@H](', 'C[C@H](O)', '\\', 'C=C\\', 'C1=C(', 'N=C2', 'C=', 'CC=', 'CC2', '=C1', 'C1=', 'CC', '=C(', 'F)', 'C=', 'C1)', 'C1CC1)', 'CC(O)', '=O']"
lesinurad,OC(=O)CSC1=NN=C(Br)N1C1=CC=C(C2CC2)C2=C1C=CC=C2,"['OC(=O)', 'CS', 'C1=N', 'N=C(', 'Br)', 'N1', 'C1=', 'CC', '=C(', 'C2CC2)', 'C2', '=C1', 'C=', 'CC', '=C2']"
gatifloxacin,COC1=C2N(C=C(C(O)=O)C(=O)C2=CC(F)=C1N1CCNC(C)C1)C1CC1,"['CO', 'C1', '=C2', 'N(C', '=C(', 'C(O)=O)', 'C(=O)', 'C2=', 'CC', '(F)', '=C1', 'N1', 'CCN', 'C(C)', 'C1)', 'C1CC1']"
norethisterone,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],"['[H]', '[C@@]12', 'CC', '[C@@](O)(', 'C#', 'C)', '[C@@]1(C)CC', '[C@]1(', '[H]', ')', '[C@@]3(', '[H]', ')', 'CCC(=O)', 'C=C3', 'CC', '[C@@]21', '[H]']"
irinotecan,CCC1=C2CN3C(=CC4=C(COC(=O)[C@]4(O)CC)C3=O)C2=NC2=CC=C(OC(=O)N3CCC(CC3)N3CCCCC3)C=C12,"['CCC1', '=C2', 'CN3', 'C(=', 'CC4', '=C(', 'COC(=O)', '[C@]4', '(O)', 'CC)', 'C3=O)', 'C2=N', 'C2=', 'CC', '=C(', 'O', 'C(=O)N3', 'CCC(', 'CC3)', 'N3', 'CCCCC3)', 'C=', 'C12']"
tesamorelin,CC\C=C\CC(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](C(C)CC)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](C(C)O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](C(C)CC)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)NCC(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC(C)C)C(N)=O,"['CC', '\\', 'C=C\\', 'CC(=O)N[C@@H](', 'CC1=', 'CC', '=C(O)', 'C=', 'C1)', 'C(=O)N[C@@H](C)', 'C(=O)N[C@@H](', 'CC(O)=O)', 'C(=O)N[C@@H](C)', 'C(=O)N[C@@H](', 'C(C)', 'CC)', 'C(=O)N[C@@H](', 'CC1=', 'CC=', 'CC=', 'C1)', 'C(=O)N[C@@H](', 'C(C)', 'O)', 'C(=O)N[C@@H](', 'CC(N)=O)', 'C(=O)N[C@@H](', 'CO)', 'C(=O)N[C@@H](', 'CC1=', 'CC', '=C(O)', 'C=', 'C1)', 'C(=O)N[C@@H](', 'CCCN', 'C(N)=N)', 'C(=O)N[C@@H](', 'CCCCN)', 'C(=O)N[C@@H](', 'C(C)C)', 'C(=O)N[C@@H](CC(C)C)', 'C(=O)N', 'CC(=O)N[C@@H](', 'CCC(', 'N)=O)', 'C(=O)N[C@@H](CC(C)C)', 'C(=O)N[C@@H](', 'CO)', 'C(=O)N[C@@H](C)', 'C(=O)N[C@@H](', 'CCCN', 'C(N)=N)', 'C(=O)N[C@@H](', 'CCCCN)', 'C(=O)N[C@@H](CC(C)C)', 'C(=O)N[C@@H](CC(C)C)', 'C(=O)N[C@@H](', 'CCC(', 'N)=O)', 'C(=O)N[C@@H](', 'CC(O)=O)', 'C(=O)N[C@@H](', 'C(C)', 'CC)', 'C(=O)N[C@@H](', 'CCSC)', 'C(=O)N[C@@H](', 'CO)', 'C(=O)N[C@@H](', 'CCCN', 'C(N)=N)', 'C(=O)N[C@@H](', 'CCC(', 'N)=O)', 'C(=O)N[C@@H](', 'CCC(', 'N)=O)', 'C(=O)N', 'CC(=O)N[C@@H](', 'CCC(', 'N)=O)', 'C(=O)N[C@@H](', 'CO)', 'C(=O)N[C@@H](', 'CC(N)=O)', 'C(=O)N[C@@H](', 'CCC(', 'N)=O)', 'C(=O)N[C@@H](', 'CCCN', 'C(N)=N)', 'C(=O)N', 'CC(=O)N', '[C@@H](C)', 'C(=O)N[C@@H](', 'CCCN', 'C(N)=N)', 'C(=O)N[C@@H](C)', 'C(=O)N[C@@H](', 'CCCN', 'C(N)=N)', 'C(=O)N[C@@H](CC(C)C)', 'C(N)=O']"
afatinib,CN(C)C\C=C\C(=O)NC1=C(O[C@H]2CCOC2)C=C2N=CN=C(NC3=CC(Cl)=C(F)C=C3)C2=C1,"['CN(C)C', '\\', 'C=C\\', 'C(=O)N', 'C1=C(', 'O[C@H]2', 'CCOC', '2)', 'C=C2', 'N=', 'CN', '=C(N', 'C3=', 'CC(', 'Cl)', '=C(', 'F)', 'C=C', '3)', 'C2', '=C1']"
vortioxetine,CC1=CC=C(SC2=CC=CC=C2N2CCNCC2)C(C)=C1,"['CC1=', 'CC', '=C(', 'S', 'C2=', 'CC=', 'CC', '=C2', 'N2', 'CCNCC2)', 'C(C)', '=C1']"
butalbital,CC(C)CC1(CC=C)C(=O)NC(=O)NC1=O,"['CC(C)', 'CC1(', 'CC=C)', 'C(=O)NC(=O)N', 'C1=O']"
chloroquine,CCN(CC)CCCC(C)NC1=CC=NC2=CC(Cl)=CC=C12,"['CCN(CC)', 'CCCC(C)', 'N', 'C1=', 'CC', '=N', 'C2=', 'CC(', 'Cl)', '=', 'CC', '=C1', '2']"
everolimus,[H][C@@]1(C[C@@H](C)[C@]2([H])CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@@]3([H])C(=O)O2)OC)CC[C@@H](OCCO)[C@@H](C1)OC,"['[H]', '[C@@]1', '(C', '[C@@H](C)', '[C@]2(', '[H]', ')', 'CC(=O)', '[C@H](C)', '\\', 'C=C(C)', '\\', '[C@@H](O)', '[C@@H](OC)', 'C(=O)', '[C@H](C)C', '[C@H](C)', '\\', 'C=C\\', 'C=C\\', 'C=C(C)', '\\', '[C@H](C', '[C@]3(', '[H]', ')', 'CC[C@@H](C)', '[C@@]', '(O)', '(O', '3)', 'C(=O)', 'C(=O)N3', 'CCCC', '[C@@]3(', '[H]', ')', 'C(=O)O', '2)', 'OC)', 'CC[C@@H](', 'OCC', 'O)', '[C@@H](', 'C1)', 'OC']"
paritaprevir,[H][C@@]12C[C@]1(NC(=O)[C@]1([H])C[C@H](CN1C(=O)[C@H](CCCCC\C=C/2)NC(=O)C1=CN=C(C)C=N1)OC1=NC2=C(C=CC=C2)C2=C1C=CC=C2)C(=O)NS(=O)(=O)C1CC1,"['[H]', '[C@@]12', 'C', '[C@]1(', 'NC(=O)', '[C@]1(', '[H]', ')', 'C[C@H](', 'CN1C(=O)', '[C@H](', 'CCCCC', '\\', 'C', '=C/', '2)', 'NC(=O)', 'C1=', 'CN', '=C(C)', 'C=', 'N1)', 'O', 'C1=N', 'C2=C(', 'C=', 'CC', '=C', '2)', 'C2', '=C1', 'C=', 'CC', '=C', '2)', 'C(=O)NS(=O)(=O)', 'C1CC1']"
rifampicin,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(O)C(\C=N\N4CCN(C)CC4)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(O)=C2C(O)=C3C,"['CO[C@H]1', '\\', 'C=C\\', 'O', '[C@@]2(C)', 'OC3', '=C(', 'C2=O)', 'C2=C(O)', 'C(\\', 'C', '=N\\', 'N4', 'CCN(C)CC', '4)', '=C(', 'NC(=O)', '\\', 'C(C)', '=C/C=C/', '[C@H](C)', '[C@H](O)', '[C@@H](C)', '[C@@H](O)', '[C@@H](C)', '[C@H](OC(C)=O)', '[C@@H]1', 'C)', 'C(O)', '=C2', 'C(O)', '=C3', 'C']"
nalbuphine,O[C@H]1CC[C@@]2(O)[C@H]3CC4=CC=C(O)C5=C4[C@@]2(CCN3CC2CCC2)[C@H]1O5,"['O[C@H]1', 'CC', '[C@@]2(O)', '[C@H]3', 'CC4', '=', 'CC', '=C(O)', 'C5', '=C4', '[C@@]2(', 'CCN3', 'CC2', 'CCC2)', '[C@H]1O', '5']"
ethionamide,CCC1=NC=CC(=C1)C(N)=S,"['CCC1', '=N', 'C=CC(', '=', 'C1)', 'C(N)', '=S']"
lenalidomide,NC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O,"['N', 'C1=', 'CC=', 'CC2', '=C1', 'CN(', 'C1', 'CCC(=O)N', 'C1=O)', 'C2=O']"
ammonium chloride,[NH4+].[Cl-],"['[NH4+]', '.', '[Cl-]']"
iloperidone,COC1=C(OCCCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C=CC(=C1)C(C)=O,"['CO', 'C1=C(', 'OCC', 'CN2CCC(', 'CC2)', 'C2=N', 'OC3', '=C2', 'C=', 'CC', '(F)', '=C', '3)', 'C=CC(', '=', 'C1)', 'C(C)=O']"
hydroflumethiazide,NS(=O)(=O)C1=CC2=C(NCNS2(=O)=O)C=C1C(F)(F)F,"['NS(=O)(=O)', 'C1=', 'CC2', '=C(N', 'CN', 'S2', '(=O)=O)', 'C=C1', 'C(F)(F)F']"
oxacillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=CC=CC=C1)C(O)=O,"['[H]', '[C@]12', 'S', 'C(C)(C)', '[C@@H](', 'N1C(=O)', '[C@H]2', 'NC(=O)', 'C1=C(C)', 'O', 'N=C1', 'C1=', 'CC=', 'CC=', 'C1)', 'C(O)=O']"
opicapone,CC1=C(C2=NOC(=N2)C2=CC(=C(O)C(O)=C2)[N+]([O-])=O)C(Cl)=[N+]([O-])C(C)=C1Cl,"['CC1=C(', 'C2=N', 'OC(', '=N', '2)', 'C2=', 'CC(', '=C(O)', 'C(O)', '=C', '2)', '[N+]([O-])=O)', 'C(Cl)', '=', '[N+]([O-])', 'C(C)', '=C1', 'Cl']"
carvedilol,COC1=CC=CC=C1OCCNCC(O)COC1=CC=CC2=C1C1=CC=CC=C1N2,"['CO', 'C1=', 'CC=', 'CC', '=C1', 'OCCN', 'CC(O)CO', 'C1=', 'CC=', 'CC2', '=C1', 'C1=', 'CC=', 'CC', '=C1', 'N2']"
dexrazoxane,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,"['C[C@@H](', 'CN1', 'CC(=O)', 'NC(=O)', 'C1)', 'N1', 'CC(=O)', 'NC(=O)', 'C1']"
monomethyl fumarate,COC(=O)\C=C\C(O)=O,"['COC(=O)', '\\', 'C=C\\', 'C(O)=O']"
amoxapine,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,"['Cl', 'C1=', 'CC2', '=C(', 'OC3', '=', 'CC=', 'CC', '=C3', 'N=C2', 'N2', 'CCNCC2)', 'C=C1']"
ethanol,CCO,['CCO']
bumetanide,CCCCNC1=C(OC2=CC=CC=C2)C(=CC(=C1)C(O)=O)S(N)(=O)=O,"['CCCCN', 'C1=C(', 'O', 'C2=', 'CC=', 'CC', '=C', '2)', 'C(=', 'CC(', '=', 'C1)', 'C(O)=O)', 'S(N)', '(=O)=O']"
desflurane,FC(F)OC(F)C(F)(F)F,"['F', 'C(F)', 'O', 'C(F)', 'C(F)(F)F']"
vinblastine,[H][C@@]12N(C)C3=CC(OC)=C(C=C3[C@@]11CCN3CC=C[C@@](CC)([C@@H](OC(C)=O)[C@]2(O)C(=O)OC)[C@@]13[H])[C@]1(C[C@@]2([H])CN(C[C@](O)(CC)C2)CCC2=C1NC1=C2C=CC=C1)C(=O)OC,"['[H]', '[C@@]12', 'N(C)', 'C3=', 'CC(', 'OC)', '=C(', 'C=C3', '[C@@]1', '1', 'CCN3', 'CC', '=C', '[C@@]', '(CC)', '(', '[C@@H](OC(C)=O)', '[C@]2(O)', 'C(=O)OC)', '[C@@]13', '[H]', ')', '[C@]1', '(C', '[C@@]2(', '[H]', ')', 'CN(C', '[C@]', '(O)', '(CC)', 'C2)', 'CCC2', '=C1', 'NC1', '=C2', 'C=', 'CC=', 'C1)', 'C(=O)OC']"
nitroprusside,O=N[Fe--](C#N)(C#N)(C#N)(C#N)C#N,"['O', '=N', '[Fe--]', '(', 'C#N)', '(', 'C#N)', '(', 'C#N)', '(', 'C#N)', 'C#N']"
baloxavir marboxil,[H][C@@]12COCCN1C(=O)C1=C(OCOC(=O)OC)C(=O)C=CN1N2[C@H]1C2=CC=C(F)C(F)=C2CSC2=CC=CC=C12,"['[H]', '[C@@]12', 'CO', 'CCN1C(=O)', 'C1=C(', 'O', 'COC(=O)', 'OC)', 'C(=O)', 'C=', 'CN1', 'N2', '[C@H]1', 'C2=', 'CC', '=C(', 'F)', 'C(F)', '=C2', 'CS', 'C2=', 'CC=', 'CC', '=C1', '2']"
chlorpropamide,CCCNC(=O)NS(=O)(=O)C1=CC=C(Cl)C=C1,"['CCCN', 'C(=O)NS(=O)(=O)', 'C1=', 'CC', '=C(', 'Cl)', 'C=C1']"
amiodarone,CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=C(O1)C=CC=C2,"['CCCCC1', '=C(', 'C(=O)', 'C2=', 'CC(', 'I)', '=C(', 'OCC', 'N(CC)CC)', 'C(', 'I)', '=C', '2)', 'C2=C(', 'O1)', 'C=', 'CC', '=C2']"
miltefosine,CCCCCCCCCCCCCCCCOP([O-])(=O)OCC[N+](C)(C)C,"['CCCCCCCCCCCCCCCC', 'O', 'P', '([O-])', '(=O)', 'OCC', '[N+](C)', '(C)C']"
grepafloxacin,CC1CN(CCN1)C1=C(F)C(C)=C2C(=O)C(=CN(C3CC3)C2=C1)C(O)=O,"['CC1', 'CN(', 'CCN1', ')', 'C1=C(', 'F)', 'C(C)', '=C2', 'C(=O)C(', '=C', 'N(', 'C3CC3)', 'C2=', 'C1)', 'C(O)=O']"
streptozocin,CN(N=O)C(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,"['CN(', 'N', '=O)', 'C(=O)N[C@H]1', '[C@@H](O)', 'O[C@H](CO)[C@@H](O)', '[C@@H]1O']"
codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,"['[H]', '[C@]12', 'C=C', '[C@H](O)', '[C@@H]3', 'OC4', '=C', '5', 'C(', 'C[C@H]1', 'N', '(C)CC', '[C@@]23', '5)', '=', 'CC', '=C4', 'OC']"
sulfadiazine,NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=N1,"['N', 'C1=', 'CC', '=C(', 'C=', 'C1)', 'S(=O)(=O)N', 'C1=N', 'C=', 'CC=', 'N1']"
aluminum hydroxide,[OH-].[OH-].[OH-].[Al+3],"['[OH-]', '.', '[OH-]', '.', '[OH-]', '.', '[Al+3]']"
thiabendazole,N1C2=CC=CC=C2N=C1C1=CSC=N1,"['N1', 'C2=', 'CC=', 'CC', '=C2', 'N=C1', 'C1=C', 'S', 'C=', 'N1']"
fondaparinux,CO[C@H]1O[C@H](COS(O)(=O)=O)[C@@H](O[C@@H]2O[C@H]([C@@H](O[C@H]3O[C@H](COS(O)(=O)=O)[C@@H](O[C@@H]4O[C@@H]([C@@H](O[C@H]5O[C@H](COS(O)(=O)=O)[C@@H](O)[C@H](O)[C@H]5NS(O)(=O)=O)[C@H](O)[C@H]4O)C(O)=O)[C@H](OS(O)(=O)=O)[C@H]3NS(O)(=O)=O)[C@H](O)[C@H]2OS(O)(=O)=O)C(O)=O)[C@H](O)[C@H]1NS(O)(=O)=O,"['CO[C@H]1', 'O[C@H](CO', 'S', '(O)', '(=O)=O)', '[C@@H](', 'O[C@@H]2', 'O[C@H](', '[C@@H](O', '[C@H]3', 'O[C@H](CO', 'S', '(O)', '(=O)=O)', '[C@@H](O', '[C@@H]4', 'O[C@@H](', '[C@@H](O', '[C@H]5', 'O[C@H](CO', 'S', '(O)', '(=O)=O)', '[C@@H](O)[C@H](O)', '[C@H]5', 'N', 'S', '(O)', '(=O)=O)', '[C@H](O)', '[C@H]4', 'O)', 'C(O)=O)', '[C@H](O', 'S', '(O)', '(=O)=O)', '[C@H]3', 'N', 'S', '(O)', '(=O)=O)', '[C@H](O)', '[C@H]2O', 'S', '(O)', '(=O)=O)', 'C(O)=O)', '[C@H](O)', '[C@H]1', 'N', 'S', '(O)', '(=O)=O']"
cefazolin,[H][C@]12SCC(CSC3=NN=C(C)S3)=C(N1C(=O)[C@H]2NC(=O)CN1C=NN=N1)C(O)=O,"['[H]', '[C@]12', 'S', 'CC(', 'CS', 'C3=N', 'N', '=C(C)', 'S', '3)', '=C(', 'N1C(=O)', '[C@H]2', 'NC(=O)', 'CN1', 'C=N', 'N', '=N1', ')', 'C(O)=O']"
aminophylline,NCCN.CN1C2=C(NC=N2)C(=O)N(C)C1=O.CN1C2=C(NC=N2)C(=O)N(C)C1=O,"['N', 'CCN', '.', 'CN1', 'C2=C(', 'NC', '=N', '2)', 'C(=O)N(C)', 'C1=O', '.', 'CN1', 'C2=C(', 'NC', '=N', '2)', 'C(=O)N(C)', 'C1=O']"
regorafenib,CNC(=O)C1=CC(OC2=CC(F)=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1,"['CNC(=O)', 'C1=', 'CC(O', 'C2=', 'CC', '(F)', '=C(', 'NC(=O)N', 'C3=', 'CC', '=C(', 'Cl)', 'C(', '=C', '3)', 'C(F)(F)F)', 'C=C', '2)', '=', 'CC=', 'N1']"
iodine,II,"['I', 'I']"
morphine,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O,"['[H]', '[C@@]12', 'OC3', '=C(O)', 'C=', 'CC4', '=C3', '[C@@]1', '1', 'CCN(C)', '[C@](', '[H]', ')', '(C', '4)', '[C@]1(', '[H]', ')', 'C=C', '[C@@H]2O']"
warfarin,CC(=O)CC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2,"['CC(=O)', 'CC(', 'C1=', 'CC=', 'CC=', 'C1)', 'C1=C(O)', 'C2=C(', 'O', 'C1=O)', 'C=', 'CC', '=C2']"
ciclesonide,[H][C@@]12C[C@@]3([H])[C@]4([H])CCC5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(O[C@@H](O2)C1CCCCC1)C(=O)COC(=O)C(C)C,"['[H]', '[C@@]12', 'C', '[C@@]3(', '[H]', ')', '[C@]4', '(', '[H]', ')', 'CCC', '5', '=CC(=O)', 'C=C', '[C@]5', '(C)', '[C@@]4', '(', '[H]', ')', '[C@@H](O)', 'C', '[C@]3(C)', '[C@@]1(', 'O[C@@H](', 'O2)', 'C1CCCCC1)', 'C(=O)', 'COC(=O)', 'C(C)C']"
leuprolide,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1,"['CCNC(=O)', '[C@@H]1', 'CCCN1C(=O)', '[C@H](', 'CCCN', 'C(N)=N)', 'NC(=O)[C@H](CC(C)C)', 'NC(=O)[C@@H](', 'CC(C)C)', 'NC(=O)[C@H](', 'CC1=', 'CC', '=C(O)', 'C=', 'C1)', 'NC(=O)[C@H](', 'CO)', 'NC(=O)[C@H](', 'CC1=', 'CN', 'C2', '=C1', 'C=', 'CC', '=C', '2)', 'NC(=O)[C@H](', 'CC1=', 'CN', 'C=', 'N1)', 'NC(=O)', '[C@@H]1CC', 'C(=O)N1']"
bismuth subgallate,O[Bi]1OC2=CC(=CC(O)=C2O1)C(O)=O,"['O', '[Bi]', '1', 'O', 'C2=', 'CC(', '=', 'CC(O)', '=C2', 'O1)', 'C(O)=O']"
asenapine,CN1CC2C(C1)C1=C(OC3=CC=C(Cl)C=C23)C=CC=C1,"['CN1', 'CC2', 'C(', 'C1)', 'C1=C(', 'OC3', '=', 'CC', '=C(', 'Cl)', 'C=C2', '3)', 'C=', 'CC', '=C1']"
iothalamic acid,CNC(=O)C1=C(I)C(C(O)=O)=C(I)C(NC(C)=O)=C1I,"['CNC(=O)', 'C1=C(', 'I)', 'C(C(O)=O)', '=C(', 'I)', 'C(N', 'C(C)=O)', '=C1', 'I']"
iohexol,CC(=O)N(CC(O)CO)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I,"['CC(=O)N(', 'CC(O)', 'CO)', 'C1=C(', 'I)', 'C(C(=O)N', 'CC(O)', 'CO)', '=C(', 'I)', 'C(C(=O)N', 'CC(O)', 'CO)', '=C1', 'I']"
naratriptan,CNS(=O)(=O)CCC1=CC2=C(NC=C2C2CCN(C)CC2)C=C1,"['CNS(=O)(=O)', 'CCC1', '=', 'CC2', '=C(N', 'C=C2', 'C2', 'CCN(C)CC2)', 'C=C1']"
deferoxamine,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,"['CC(=O)N(', 'O)', 'CCCC', 'CNC(=O)', 'CC', 'C(=O)N(', 'O)', 'CCCC', 'CNC(=O)', 'CC', 'C(=O)N(', 'O)', 'CCCC', 'CN']"
trichlormethiazide,NS(=O)(=O)C1=C(Cl)C=C2NC(NS(=O)(=O)C2=C1)C(Cl)Cl,"['NS(=O)(=O)', 'C1=C(', 'Cl)', 'C=C2', 'NC(N', 'S(=O)(=O)', 'C2=', 'C1)', 'C(Cl)', 'Cl']"
azatadine,CN1CCC(CC1)=C1C2=CC=CC=C2CCC2=C1N=CC=C2,"['CN1CCC(', 'CC1)', '=C1', 'C2=', 'CC=', 'CC', '=C2', 'CCC2', '=C1', 'N=', 'CC', '=C2']"
ethchlorvynol,CCC(O)(\C=C\Cl)C#C,"['CCC(O)(', '\\', 'C=C\\', 'Cl)', 'C#C']"
auranofin,CCP(CC)(CC)=[Au]S[C@@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O,"['CC', 'P', '(CC)', '(CC)', '=', '[Au]', 'S', '[C@@H]1', 'O[C@H](CO', 'C(C)=O)', '[C@@H](OC(C)=O)', '[C@H](OC(C)=O)', '[C@H]1O', 'C(C)=O']"
acetohexamide,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1,"['CC(=O)', 'C1=', 'CC', '=C(', 'C=', 'C1)', 'S(=O)(=O)N', 'C(=O)N', 'C1CCCCC1']"
promethazine,CC(CN1C2=CC=CC=C2SC2=CC=CC=C12)N(C)C,"['CC(', 'CN1', 'C2=', 'CC=', 'CC', '=C2', 'S', 'C2=', 'CC=', 'CC', '=C1', '2)', 'N(C)C']"
ibuprofen,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,"['CC(C)', 'CC1=', 'CC', '=C(', 'C=', 'C1)', 'C(C)', 'C(O)=O']"
pseudoephedrine,CN[C@@H](C)[C@@H](O)C1=CC=CC=C1,"['CN', '[C@@H](C)', '[C@@H](O)', 'C1=', 'CC=', 'CC', '=C1']"
larotrectinib,O[C@H]1CCN(C1)C(=O)NC1=C2N=C(C=CN2N=C1)N1CCC[C@@H]1C1=C(F)C=CC(F)=C1,"['O[C@H]1', 'CCN(', 'C1)', 'C(=O)N', 'C1', '=C2', 'N=C(', 'C=', 'CN2', 'N=', 'C1)', 'N1', 'CCC[C@@H]1', 'C1=C(', 'F)', 'C=', 'CC', '(F)', '=C1']"
telithromycin,[H][C@@]12[C@@H](C)C(=O)[C@H](C)C[C@@](C)(OC)[C@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@@H](C)C(=O)[C@@H](C)C(=O)O[C@H](CC)[C@@]1(C)OC(=O)N2CCCCN1C=NC(=C1)C1=CC=CN=C1,"['[H]', '[C@@]12', '[C@@H](C)', 'C(=O)', '[C@H](C)C', '[C@@](C)(', 'OC)', '[C@H](O', '[C@@H]3', 'O', '[C@H](C)C', '[C@@H](', '[C@H]3O)', 'N(C)C)', '[C@@H](C)', 'C(=O)', '[C@@H](C)', 'C(=O)O', '[C@H](CC)', '[C@@]1(C)', 'O', 'C(=O)N2', 'CCCCN1', 'C=N', 'C(=', 'C1)', 'C1=', 'CC=', 'CN', '=C1']"
vecuronium,[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](OC(C)=O)[C@H](C[C@]12C)N1CCCCC1)[N+]1(C)CCCCC1,"['[H]', '[C@@]12', 'C[C@@H](', '[C@H](OC(C)=O)', '[C@@]1(C)CC', '[C@@]1(', '[H]', ')', '[C@@]2(', '[H]', ')', 'CC', '[C@@]2(', '[H]', ')', 'C[C@H](', 'OC(C)=O)', '[C@H](', 'C[C@]12', 'C)', 'N1', 'CCCCC1)', '[N+]1', '(C)', 'CCCCC1']"
milrinone,CC1=C(C=C(C#N)C(=O)N1)C1=CC=NC=C1,"['CC1=C(', 'C=C(', 'C#N)', 'C(=O)N', '1)', 'C1=', 'CC', '=N', 'C=C1']"
nortriptyline,CNCCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,"['CN', 'CCC', '=C1', 'C2=', 'CC=', 'CC', '=C2', 'CCC2', '=', 'CC=', 'CC', '=C1', '2']"
atomoxetine,CNCC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1,"['CN', 'CC[C@@H](', 'O', 'C1=', 'CC=', 'CC', '=C1', 'C)', 'C1=', 'CC=', 'CC', '=C1']"
pioglitazone,CCC1=CN=C(CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)C=C1,"['CCC1', '=', 'CN=C(', 'CCO', 'C2=', 'CC', '=C(', 'CC3', 'S', 'C(=O)N', 'C3=O)', 'C=C', '2)', 'C=C1']"
