drug_name,tokens
potassium gluconate,"['[K+]', '.', '[H]', '[C@@](O)(', 'CO)', '[C@@](', '[H]', ')', '(O)', '[C@](', '[H]', ')', '(O)', '[C@@](', '[H]', ')', '(O)', 'C(', '[O-])', '=O']"
macitentan,"['CCCN', 'S(=O)(=O)N', 'C1=C(', 'C(', 'OCCO', 'C2=N', 'C=C(', 'Br)', 'C=N', '2)', '=N', 'C=', 'N1)', 'C1=', 'CC', '=C(', 'Br)', 'C=C1']"
ranitidine,"['CN', 'C(N', 'CCS', 'CC1=', 'CC', '=C(', 'CN(C)C)', 'O1)', '=C', '[N+]([O-])=O']"
selegiline,"['C[C@H](', 'CC1=', 'CC=', 'CC=', 'C1)', 'N', '(C)CC', '#', 'C']"
methadone,"['CC', 'C(=O)C(', 'CC(C)', 'N(C)C)', '(', 'C1=', 'CC=', 'CC=', 'C1)', 'C1=', 'CC=', 'CC', '=C1']"
digitoxin,"['[H]', '[C@@]1', '(CC', '[C@]2(O)', '[C@]3(', '[H]', ')', 'CC[C@]4', '(', '[H]', ')', 'C[C@H](', 'CC[C@]4(C)', '[C@@]3(', '[H]', ')', 'CC', '[C@]12', 'C)', 'O[C@H]1', 'C[C@H](O)', '[C@H](', 'O[C@H]2', 'C[C@H](O)', '[C@H](O', '[C@H]3', 'C[C@H](O)', '[C@H](O)', '[C@@H](C)', 'O3)', '[C@@H](C)', 'O2)', '[C@@H](C)', 'O1)', 'C1=', 'CC(=O)O', 'C1']"
rosuvastatin,"['CC(C)', 'C1=N', 'C(=N', 'C(', 'C2=', 'CC', '=C(', 'F)', 'C=C', '2)', '=C1\\', 'C=C\\', '[C@@H](O)', 'C[C@@H](O)', 'CC(=O)O)', 'N(C)', 'S(C)(=O)=O']"
rufinamide,"['NC(=O)', 'C1=C', 'N(', 'CC2', '=C(', 'F)', 'C=', 'CC', '=C2', 'F)', 'N', '=N1']"
metoprolol,"['CO', 'CCC1', '=', 'CC', '=C(', 'OCC(O)', 'CN', 'C(C)C)', 'C=C1']"
indapamide,"['CC1', 'CC2', '=', 'CC=', 'CC', '=C2', 'N1', 'NC(=O)', 'C1=', 'CC(', '=C(', 'Cl)', 'C=', 'C1)', 'S(N)', '(=O)=O']"
dacarbazine,"['CN(C)', '\\', 'N', '=N\\', 'C1=C(', 'N=', 'CN', '1)', 'C(N)=O']"
hydroxocobalamin,"['[N+]1', '=', '2', '[Co-3]', '3', '4', '5', '(', '[N+]', '6', '=C', '7', '[C@H](', '[C@@](', 'CC(=O)', 'N)', '(C)', '[C@@]', '6', '(', '[C@@]', '6', '(N3', 'C(=', 'C(C)', 'C3', '=[N+]', '4', 'C(', 'C(C)(C)', '[C@@H]3', 'CCC(=O)N', ')', '=', 'CC3', '=[N+]', '5', 'C(', '=C', '7', 'C)', '[C@@](', 'CC(=O)', 'N)', '(', '[C@@H]3', 'CCC(=O)N', ')', 'C)', '[C@@](C)(', '[C@H]', '6', 'CC(=O)', 'N)', 'CCC(N', 'C[C@@H](C)', 'O', 'P(=O)(O', '[C@@H]3', '[C@H](', 'O[C@H](', 'N(', 'C4', '=', 'CC(', '=C(', 'C=C1', '4)', 'C)C)', 'C=', '2)', '[C@@H]3', 'O)', 'CO)', '[O-])', '=O)', '[H]', ')', 'C)', 'CCC(=O)N', ')', 'O', '[H]']"
pralidoxime,"['C', '[N+]1', '=C(\\', 'C', '=N\\', 'O)', 'C=', 'CC', '=C1']"
pemoline,"['N', 'C1=', 'NC(=O)', 'C(O', '1)', 'C1=', 'CC=', 'CC', '=C1']"
flunisolide,"['[H]', '[C@@]12', 'C', '[C@@]3(', '[H]', ')', '[C@]4', '(', '[H]', ')', 'C[C@H](', 'F)', 'C5', '=CC(=O)', 'C=C', '[C@]5', '(C)', '[C@@]4', '(', '[H]', ')', '[C@@H](O)', 'C', '[C@]3(C)', '[C@@]1', '(O', 'C(C)(C)', 'O2)', 'C(=O)', 'CO']"
magnesium hydroxide,"['[OH-]', '.', '[OH-]', '.', '[Mg++]']"
paromomycin,"['N', 'C[C@@H]1', 'O[C@H](', 'O[C@@H]2', '[C@@H](CO)', 'O[C@@H](', 'O[C@@H]3', '[C@@H](O)', '[C@H](N)', 'C[C@H](N)', '[C@H]3', 'O[C@H]3', 'O[C@H](CO)[C@@H](O)[C@H](O)', '[C@H]3', 'N)', '[C@@H]2O)', '[C@H](N)', '[C@@H](O)', '[C@@H]1O']"
bleomycin,"['[H]', '[C@](C)(', 'NC(=O)', '[C@@](', '[H]', ')', '(', 'NC(=O)', 'C1=N', 'C(=N', 'C(N)', '=C1', 'C)', '[C@H](', 'CC(N)=O)', 'N', 'C[C@H](N)', 'C(N)=O)', '[C@@](', '[H]', ')', '(O', 'C1', 'OC(CO)', 'C(O)C(O)', 'C1', 'OC1', 'OC(CO)', 'C(O)', 'C(O', 'C(N)=O)', 'C1', 'O)', 'C1=', 'CN', 'C=', 'N1)', '[C@@H](O)', '[C@H](C)', 'C(=O)N', '[C@](', '[H]', ')', '(', 'C(=O)N', 'CCC1', '=N', 'C(', '=C', 'S', '1)', 'C1=N', 'C(', '=C', 'S', '1)', 'C(=O)N', 'CCC', '[S+]', '(C)C)', '[C@@](', '[H]', ')', '(C)', 'O']"
lansoprazole,"['CC1=C(', 'OCC', '(F)(F)F)', 'C=', 'CN', '=C1', 'C', 'S(=O)', 'C1=N', 'C2=', 'CC=', 'CC', '=C2', 'N1']"
duloxetine,"['CN', 'CC[C@H](', 'O', 'C1=', 'CC=', 'CC2', '=', 'CC=', 'CC', '=C1', '2)', 'C1=', 'CC', '=C', 'S1']"
acetylsalicylic acid,"['CC(=O)O', 'C1=', 'CC=', 'CC', '=C1', 'C(O)=O']"
tamoxifen,"['CC', '\\', 'C(', '=C(/', 'C1=', 'CC=', 'CC=', 'C1)', 'C1=', 'CC', '=C(', 'OCC', 'N(C)C)', 'C=', 'C1)', 'C1=', 'CC=', 'CC', '=C1']"
dicloxacillin,"['[H]', '[C@]12', 'S', 'C(C)(C)', '[C@@H](', 'N1C(=O)', '[C@H]2', 'NC(=O)', 'C1=C(C)', 'O', 'N=C1', 'C1=C(', 'Cl)', 'C=', 'CC', '=C1', 'Cl)', 'C(O)=O']"
nalbuphine,"['O[C@H]1', 'CC', '[C@@]2(O)', '[C@H]3', 'CC4', '=', 'CC', '=C(O)', 'C5', '=C4', '[C@@]2(', 'CCN3', 'CC2', 'CCC2)', '[C@H]1O', '5']"
romidepsin,"['C', '\\', 'C=C1', '/', 'NC(=O)', '[C@H]2', 'CS', 'S', 'CC', '\\', 'C=C\\', '[C@H](', 'CC(=O)N', '[C@H](C(C)C)', 'C(=O)N', '2)', 'OC(=O)', '[C@@H](N', 'C1=O)', 'C(C)C']"
nitroprusside,"['O', '=N', '[Fe--]', '(', 'C#N)', '(', 'C#N)', '(', 'C#N)', '(', 'C#N)', 'C#N']"
doxylamine,"['CN(C)', 'CCO', 'C(C)(', 'C1=', 'CC=', 'CC=', 'C1)', 'C1=', 'CC=', 'CC=', 'N1']"
nicotine,"['CN1', 'CCC[C@H]1', 'C1=', 'CN', '=', 'CC', '=C1']"
mecamylamine,"['CN', 'C1(C)', 'C2', 'CCC(', 'C2)C1', '(C)C']"
halazepam,"['FC(F)(F)', 'CN1', 'C2=C(', 'C=C(', 'Cl)', 'C=C', '2)', 'C(=N', 'CC1', '=O)', 'C1=', 'CC=', 'CC', '=C1']"
sulfisoxazole,"['CC1=N', 'O', 'C(N', 'S(=O)(=O)', 'C2=', 'CC', '=C(N)', 'C=C', '2)', '=C1', 'C']"
sofosbuvir,"['CC(C)', 'OC(=O)', '[C@H](C)N', '[P@]', '(=O)', '(', 'OC[C@H]1O[C@@H](', 'N2', 'C=', 'CC(=O)N', 'C2=O)', '[C@]', '(C)', '(F)', '[C@@H]1O)', 'O', 'C1=', 'CC=', 'CC', '=C1']"
axitinib,"['CNC(=O)', 'C1=C(', 'S', 'C2=', 'CC', '=C3', 'C(N', 'N', '=C3', '\\', 'C=C\\', 'C3=', 'CC=', 'CC', '=N', '3)', '=C', '2)', 'C=', 'CC', '=C1']"
talazoparib,"['CN1', 'N=', 'CN', '=C1', '[C@@H]1', '[C@H](N', 'C2', '=C3', 'C1=N', 'NC(=O)', 'C3=', 'CC', '(F)', '=C', '2)', 'C1=', 'CC', '=C(', 'F)', 'C=C1']"
"sodium phosphate, monobasic","['[Na+]', '.', 'O', 'P(O)', '([O-])', '=O']"
upadacitinib,"['CC[C@@H]1', 'CN(', 'C[C@@H]1', 'C1=', 'CN', '=C2', 'C=N', 'C3=C(', 'C=', 'CN', '3)', 'N1', '2)', 'C(=O)NCC', '(F)(F)', 'F']"
ceritinib,"['CC(C)O', 'C1=C(', 'N', 'C2=N', 'C=C(', 'Cl)', 'C(N', '2)', '=N', 'C2=', 'CC=', 'CC', '=C2', 'S(=O)(=O)', 'C(C)C)', 'C=C(C)', 'C(=', 'C1)', 'C1', 'CCNCC1']"
osimertinib,"['CO', 'C1=C(', 'N', 'C2=N', 'C=CC(', '=N', '2)', 'C2=', 'CN(C)', 'C3', '=C2', 'C=', 'CC', '=C', '3)', 'C=C(', 'NC(=O)', 'C=C)', 'C(=', 'C1)', 'N(C)', 'CCN(C)C']"
phenacemide,"['NC(=O)N', 'C(=O)', 'CC1=', 'CC=', 'CC', '=C1']"
rizatriptan,"['CN(C)', 'CCC1', '=', 'CN', 'C2', '=C1', 'C=C(', 'CN1', 'C=N', 'C=', 'N1)', 'C=C2']"
dobutamine,"['CC(', 'CCC1', '=', 'CC', '=C(O)', 'C=', 'C1)', 'N', 'CCC1', '=', 'CC(O)', '=C(O)', 'C=C1']"
buprenorphine,"['CO', '[C@]12', 'CC', '[C@@]3', '(C', '[C@@H]1', '[C@](C)(O)', 'C(C)(C)C)', '[C@H]1', 'CC4', '=C', '5', 'C(O', '[C@@H]2', '[C@@]3', '5', 'CCN1', 'CC1CC1)', '=C(O)', 'C=C', '4']"
dimercaprol,"['OCC(', 'S)', 'CS']"
entecavir,"['N', 'C1=', 'NC(=O)', 'C2=C(', 'N1)', 'N(C', '=N', '2)', '[C@H]1', 'C[C@H](O)', '[C@@H](CO)', 'C1=C']"
histrelin,"['CC(O)', '=O', '.', 'CC(O)', '=O', '.', 'CCNC(=O)', '[C@@H]1', 'CCCN1C(=O)', '[C@H](', 'CCCN', 'C(N)=N)', 'NC(=O)[C@H](CC(C)C)', 'NC(=O)[C@@H](', 'CC1', '=C', 'N(', 'CC2', '=', 'CC=', 'CC', '=C', '2)', 'C=', 'N1)', 'NC(=O)[C@H](', 'CC1=', 'CC', '=C(O)', 'C=', 'C1)', 'NC(=O)[C@H](', 'CO)', 'NC(=O)[C@H](', 'CC1=', 'CN', 'C2', '=C1', 'C=', 'CC', '=C', '2)', 'NC(=O)[C@H](', 'CC1=', 'CN', 'C=', 'N1)', 'NC(=O)', '[C@@H]1CC', 'C(=O)N1']"
samarium (153sm) lexidronam,"['[153Sm+3]', '.', 'O', 'P(O)(=O)', 'CN(', 'CCN(C', 'P(O)', '([O-])', '=O)C', 'P(O)', '([O-])', '=O)C', 'P(O)', '([O-])', '=O']"
ropinirole,"['CCCN(CCC)', 'CCC1', '=C2', 'CC(=O)N', 'C2=', 'CC', '=C1']"
clozapine,"['CN1CCN(', 'CC1)', 'C1=N', 'C2=', 'CC(', 'Cl)', '=', 'CC', '=C2', 'N', 'C2=', 'CC=', 'CC', '=C1', '2']"
erythromycin,"['CC[C@H]1', 'OC(=O)', '[C@H](C)', '[C@@H](', 'O[C@H]2', 'C', '[C@@](C)(', 'OC)', '[C@@H](O)', '[C@H](C)', 'O2)', '[C@H](C)', '[C@@H](', 'O[C@@H]2', 'O', '[C@H](C)C', '[C@@H](', '[C@H]2O)', 'N(C)C)', '[C@](C)(O)', 'C[C@@H](C)', 'C(=O)', '[C@H](C)', '[C@@H](O)', '[C@]1(C)', 'O']"
losartan,"['CCCCC1', '=N', 'C(Cl)', '=C(', 'CO)', 'N1', 'CC1=', 'CC', '=C(', 'C=', 'C1)', 'C1=', 'CC=', 'CC', '=C1', 'C1=N', 'N', 'N', '=N1']"
regorafenib,"['CNC(=O)', 'C1=', 'CC(O', 'C2=', 'CC', '(F)', '=C(', 'NC(=O)N', 'C3=', 'CC', '=C(', 'Cl)', 'C(', '=C', '3)', 'C(F)(F)F)', 'C=C', '2)', '=', 'CC=', 'N1']"
fosamprenavir,"['CC(C)', 'CN(', 'C[C@@H](', 'O', 'P(O)(O)=O)', '[C@H](', 'CC1=', 'CC=', 'CC=', 'C1)', 'NC(=O)', 'O[C@H]1', 'CCO', 'C1)', 'S(=O)(=O)', 'C1=', 'CC', '=C(N)', 'C=C1']"
tromethamine,"['NC(', 'CO)', '(CO)', 'CO']"
tiotropium,"['[H]', '[C@]12', 'O', '[C@@]1(', '[H]', ')', '[C@]1(', '[H]', ')', 'C', '[C@@](', '[H]', ')', '(C', '[C@@]2(', '[H]', ')', '[N+]1', '(C)C)', 'OC(=O)', 'C(O)(', 'C1=', 'CC', '=C', 'S', '1)', 'C1=', 'CC', '=C', 'S1']"
cefotetan,"['[H]', '[C@]12', 'S', 'CC(', 'CS', 'C3=N', 'N', '=N', 'N3', 'C)', '=C(', 'N1C(=O)', '[C@]2(', 'NC(=O)', 'C1', 'S', 'C(S', '1)', '=C(', 'C(N)=O)', 'C(O)=O)', 'OC)', 'C(O)=O']"
procainamide,"['CCN(CC)', 'CCNC(=O)', 'C1=', 'CC', '=C(N)', 'C=C1']"
solifenacin,"['O=C(', 'O[C@H]1', 'CN2', 'CCC1', 'CC2)', 'N1', 'CCC2', '=', 'CC=', 'CC', '=C2', '[C@@H]1', 'C1=', 'CC=', 'CC', '=C1']"
lenvatinib,"['CO', 'C1=C(', 'C=C2', 'C(', 'OC3', '=', 'CC', '=C(', 'NC(=O)N', 'C4CC4)', 'C(Cl)', '=C', '3)', '=', 'CC', '=N', 'C2=', 'C1)', 'C(N)=O']"
carbenicillin,"['[H]', '[C@]12', 'S', 'C(C)(C)', '[C@@H](', 'N1C(=O)', '[C@H]2', 'NC(=O)C(', 'C(O)=O)', 'C1=', 'CC=', 'CC=', 'C1)', 'C(O)=O']"
decitabine,"['N', 'C1=', 'NC(=O)', 'N(', 'C=', 'N1)', '[C@H]1', 'C[C@H](O)', '[C@@H](CO)', 'O1']"
zaleplon,"['CCN(', 'C(C)=O)', 'C1=', 'CC=', 'CC(', '=', 'C1)', 'C1=', 'CC', '=N', 'C2=C(', 'C=N', 'N1', '2)', 'C#N']"
kaolin,"['O', '.', 'O', '.', '[Al+3]', '.', '[Al+3]', '.', '[O-]', '[Si]', '([O-])', '([O-])', 'O', '[Si]', '([O-])', '([O-])', '[O-]']"
acrivastine,"['[H]', '\\', 'C(', 'CN1', 'CCCC1)', '=C(\\', 'C1=', 'CC', '=C(C)', 'C=', 'C1)', 'C1=', 'CC=', 'CC(', '=N1', ')', 'C(\\', '[H]', ')', '=C(/', '[H]', ')', 'C(O)=O']"
guanfacine,"['NC(=N)', 'NC(=O)', 'CC1=C(', 'Cl)', 'C=', 'CC', '=C1', 'Cl']"
omeprazole,"['CO', 'C1=', 'CC2', '=C(', 'C=', 'C1)', 'N=C(N', '2)', 'S(=O)', 'CC1=N', 'C=C(C)', 'C(OC)', '=C1', 'C']"
cinoxacin,"['CCN1', 'N=C(', 'C(O)=O)', 'C(=O)', 'C2=', 'CC3', '=C(', 'OCO3)', 'C=', 'C12']"
difenoxin,"['OC(=O)', 'C1(', 'CCN(', 'CCC(', 'C#N)', '(', 'C2=', 'CC=', 'CC', '=C', '2)', 'C2=', 'CC=', 'CC', '=C', '2)', 'CC1)', 'C1=', 'CC=', 'CC', '=C1']"
relugolix,"['CO', 'NC(=O)N', 'C1=', 'CC', '=C(', 'C=', 'C1)', 'C1=C(', 'CN(C)C)', 'C2=C(', 'S', '1)', 'N(', 'CC1=C(', 'F)', 'C=', 'CC', '=C1', 'F)', 'C(=O)N(', 'C2=O)', 'C1=', 'CC', '=C(', 'OC)', 'N', '=N1']"
dofetilide,"['CN(', 'CCO', 'C1=', 'CC', '=C(N', 'S(C)(=O)=O)', 'C=', 'C1)', 'CCC1', '=', 'CC', '=C(N', 'S(C)(=O)=O)', 'C=C1']"
eplerenone,"['[H]', '[C@@]12', 'CC', '[C@@]3', '(CC', 'C(=O)O', '3)', '[C@@]1', '(C)C', '[C@H]1O', '[C@@]1', '1', '[C@@]2(', '[H]', ')', '[C@@H](', 'CC2', '=CC(=O)', 'CC', '[C@]12', 'C)', 'C(=O)OC']"
magnesium carbonate,"['[Mg++]', '.', '[O-]', 'C(', '[O-])', '=O']"
cobicistat,"['CC(C)', 'C1=N', 'C(', 'CN(C)', 'C(=O)N[C@@H](', 'CCN2CCOCC2)', 'C(=O)N[C@H](', 'CC[C@H](', 'CC2', '=', 'CC=', 'CC', '=C', '2)', 'NC(=O)', 'OCC2', '=', 'CN', '=C', 'S', '2)', 'CC2', '=', 'CC=', 'CC', '=C', '2)', '=C', 'S1']"
methyltestosterone,"['[H]', '[C@@]12', 'CC', '[C@](C)(O)', '[C@@]1(C)CC', '[C@@]1(', '[H]', ')', '[C@@]2(', '[H]', ')', 'CCC2', '=CC(=O)', 'CC', '[C@]12C']"
bazedoxifene,"['CC1=C(', 'N(', 'CC2', '=', 'CC', '=C(', 'OCC', 'N3', 'CCCCCC3)', 'C=C', '2)', 'C2', '=C1', 'C=C(', 'O)', 'C=C', '2)', 'C1=', 'CC', '=C(O)', 'C=C1']"
lapatinib,"['CS(=O)(=O)', 'CCNCC1', '=', 'CC', '=C(', 'O1)', 'C1=', 'CC2', '=C(', 'C=', 'C1)', 'N=', 'CN', '=C2', 'N', 'C1=', 'CC(', 'Cl)', '=C(', 'OCC2', '=', 'CC', '(F)', '=', 'CC', '=C', '2)', 'C=C1']"
dextrothyroxine,"['N[C@H](', 'CC1=', 'CC(', 'I)', '=C(', 'O', 'C2=', 'CC(', 'I)', '=C(O)', 'C(', 'I)', '=C', '2)', 'C(', 'I)', '=', 'C1)', 'C(O)=O']"
tretinoin,"['C', '\\', 'C(\\', 'C=C\\', 'C1=C(C)', 'CCCC1', '(C)C)', '=C', '/C=C/C(', '/', 'C)', '=C/', 'C(O)=O']"
bendamustine,"['CN1', 'C(CCCC', '(O)=O)', '=N', 'C2=', 'CC(', '=', 'CC', '=C1', '2)', 'N(CCCl)CC', 'Cl']"
opicapone,"['CC1=C(', 'C2=N', 'OC(', '=N', '2)', 'C2=', 'CC(', '=C(O)', 'C(O)', '=C', '2)', '[N+]([O-])=O)', 'C(Cl)', '=', '[N+]([O-])', 'C(C)', '=C1', 'Cl']"
tetracaine,"['CCCCN', 'C1=', 'CC', '=C(', 'C=', 'C1)', 'C(=O)OCC', 'N(C)C']"
proguanil,"['CC(C)', 'NC(=N)', 'NC(=N)N', 'C1=', 'CC', '=C(', 'Cl)', 'C=C1']"
cefoperazone,"['[H]', '[C@]12', 'S', 'CC(', 'CS', 'C3=N', 'N', '=N', 'N3', 'C)', '=C(', 'N1C(=O)', '[C@@]2(', '[H]', ')', 'NC(=O)[C@H](', 'NC(=O)N1', 'CCN(CC)C(=O)', 'C1=O)', 'C1=', 'CC', '=C(O)', 'C=', 'C1)', 'C(O)=O']"
telmisartan,"['CCCC1', '=N', 'C2=C(', 'C=C(', 'C=C2', 'C)', 'C2=N', 'C3=', 'CC=', 'CC', '=C3', 'N2', 'C)', 'N1', 'CC1=', 'CC', '=C(', 'C=', 'C1)', 'C1=', 'CC=', 'CC', '=C1', 'C(O)=O']"
epirubicin,"['CO', 'C1=', 'CC=', 'CC2', '=C1', 'C(=O)', 'C1=C(O)', 'C3=C(', 'C', '[C@]', '(O)', '(C', '[C@@H]3', 'O[C@H]3', 'C[C@H](N)', '[C@@H](O)', '[C@H](C)', 'O3)', 'C(=O)', 'CO)', 'C(O)', '=C1', 'C2=O']"
teriflunomide,"['C', '\\', 'C(O)=C(', '/C', '#N)', 'C(=O)N', 'C1=', 'CC', '=C(', 'C=', 'C1)', 'C(F)(F)F']"
inulin,"['OC', '[C@H]1O', '[C@@](', 'CO)', '(', 'OC', '[C@@]2(', 'OC', '[C@@]3(', 'OC', '[C@@]4', '(', 'OC', '[C@@]5', '(', 'OC', '[C@@]', '6', '(', 'OC', '[C@@]', '7', '(', 'OC', '[C@@]', '8', '(', 'OC', '[C@@]', '9', '(', 'OC', '[C@@]', '%10', '(', 'OC', '[C@@]', '%11', '(', 'OC', '[C@@]', '%12', '(', 'OC', '[C@@]', '%13', '(', 'OC', '[C@@]', '%14', '(', 'OC', '[C@@]', '%15', '(', 'OC', '[C@@]', '%16', '(', 'OC', '[C@@]', '%17', '(', 'OC', '[C@@]', '%18', '(', 'OC', '[C@@]', '%19', '(', 'OC', '[C@@]', '%20', '(', 'OC', '[C@@]', '%21', '(', 'OC', '[C@@]', '%22', '(', 'OC', '[C@@]', '%23', '(', 'OC', '[C@@]', '%24', '(', 'OC', '[C@@]', '%25', '(', 'OC', '[C@@]', '%26', '(', 'OC', '[C@@]', '%27', '(', 'OC', '[C@@]', '%28', '(', 'OC', '[C@@]', '%29', '(', 'OC', '[C@@]', '%30', '(', 'OC', '[C@@]', '%31', '(', 'OC', '[C@@]', '%32', '(', 'OC', '[C@@]', '%33', '(', 'OC', '[C@@]', '%34', '(', 'OC', '[C@@]', '%35', '(', 'OC', '[C@@]', '%36', '(', 'OC', '[C@@]', '%37', '(O', '[C@H]', '%38', 'O[C@H](CO)[C@@H](O)[C@H](O)', '[C@H]', '%38', 'O)', 'O[C@H](CO)[C@@H](O)', '[C@@H]', '%37', 'O)', 'O[C@H](CO)[C@@H](O)', '[C@@H]', '%36', 'O)', 'O[C@H](CO)[C@@H](O)', '[C@@H]', '%35', 'O)', 'O[C@H](CO)[C@@H](O)', '[C@@H]', '%34', 'O)', 'O[C@H](CO)[C@@H](O)', '[C@@H]', '%33', 'O)', 'O[C@H](CO)[C@@H](O)', '[C@@H]', '%32', 'O)', 'O[C@H](CO)[C@@H](O)', '[C@@H]', '%31', 'O)', 'O[C@H](CO)[C@@H](O)', '[C@@H]', '%30', 'O)', 'O[C@H](CO)[C@@H](O)', '[C@@H]', '%29', 'O)', 'O[C@H](CO)[C@@H](O)', '[C@@H]', '%28', 'O)', 'O[C@H](CO)[C@@H](O)', '[C@@H]', '%27', 'O)', 'O[C@H](CO)[C@@H](O)', '[C@@H]', '%26', 'O)', 'O[C@H](CO)[C@@H](O)', '[C@@H]', '%25', 'O)', 'O[C@H](CO)[C@@H](O)', '[C@@H]', '%24', 'O)', 'O[C@H](CO)[C@@H](O)', '[C@@H]', '%23', 'O)', 'O[C@H](CO)[C@@H](O)', '[C@@H]', '%22', 'O)', 'O[C@H](CO)[C@@H](O)', '[C@@H]', '%21', 'O)', 'O[C@H](CO)[C@@H](O)', '[C@@H]', '%20', 'O)', 'O[C@H](CO)[C@@H](O)', '[C@@H]', '%19', 'O)', 'O[C@H](CO)[C@@H](O)', '[C@@H]', '%18', 'O)', 'O[C@H](CO)[C@@H](O)', '[C@@H]', '%17', 'O)', 'O[C@H](CO)[C@@H](O)', '[C@@H]', '%16', 'O)', 'O[C@H](CO)[C@@H](O)', '[C@@H]', '%15', 'O)', 'O[C@H](CO)[C@@H](O)', '[C@@H]', '%14', 'O)', 'O[C@H](CO)[C@@H](O)', '[C@@H]', '%13', 'O)', 'O[C@H](CO)[C@@H](O)', '[C@@H]', '%12', 'O)', 'O[C@H](CO)[C@@H](O)', '[C@@H]', '%11', 'O)', 'O[C@H](CO)[C@@H](O)', '[C@@H]', '%10', 'O)', 'O[C@H](CO)[C@@H](O)', '[C@@H]', '9', 'O)', 'O[C@H](CO)[C@@H](O)', '[C@@H]', '8', 'O)', 'O[C@H](CO)[C@@H](O)', '[C@@H]', '7', 'O)', 'O[C@H](CO)[C@@H](O)', '[C@@H]', '6', 'O)', 'O[C@H](CO)[C@@H](O)', '[C@@H]5', 'O)', 'O[C@H](CO)[C@@H](O)', '[C@@H]4', 'O)', 'O[C@H](CO)[C@@H](O)', '[C@@H]3', 'O)', 'O[C@H](CO)[C@@H](O)', '[C@@H]2O)', '[C@@H](O)', '[C@@H]1O']"
tizanidine,"['Cl', 'C1=C(', 'N', 'C2=N', 'CCN', '2)', 'C2=N', 'S', 'N=C2', 'C=C1']"
esketamine,"['CN', '[C@@]1(', 'CCCC', 'C1=O)', 'C1=', 'CC=', 'CC', '=C1', 'Cl']"
levoleucovorin,"['N', 'C1=', 'NC(=O)', 'C2=C(', 'N', 'C[C@H](', 'CN', 'C3=', 'CC', '=C(', 'C=C', '3)', 'C(=O)N[C@@H](', 'CCC(O)=O)', 'C(O)=O)', 'N2', 'C=O)', 'N1']"
sulindac,"['CC1=C(', 'CC(O)=O)', 'C2=', 'CC', '(F)', '=', 'CC', '=C2', '\\', 'C1', '=C/', 'C1=', 'CC', '=C(', 'C=', 'C1)', 'S(C)', '=O']"
ramelteon,"['CCC(=O)N', 'CC[C@@H]1', 'CCC2', '=C1', 'C1=C(', 'O', 'CC1)', 'C=C2']"
iloprost,"['[H]', '[C@]12', 'C[C@@H](O)', '[C@H](', '\\', 'C=C\\', '[C@@H](O)', 'C(C)', 'CC#', 'CC)', '[C@@]1(', '[H]', ')', 'C', '\\', 'C(', 'C2)', '=C\\', 'CCCC', '(O)=O']"
sodium oxybate,"['[Na+]', '.', 'OCCCC', '([O-])', '=O']"
piperazine,"['C1', 'CN', 'CCN1']"
maprotiline,"['CN', 'CCCC1', '2', 'CCC(', 'C3=', 'CC=', 'CC', '=C1', '3)', 'C1=', 'CC=', 'CC', '=C2', '1']"
cedazuridine,"['OC[C@H]1O[C@@H](', 'N2CC', '[C@@H](O)', 'N', 'C2=O)', 'C(F)(F)', '[C@@H]1O']"
thiopental,"['CCCC(C)', 'C1(', 'CC)', 'C(=O)N', 'C(=S)N', 'C1=O']"
chlorothiazide,"['NS(=O)(=O)', 'C1=C(', 'Cl)', 'C=C2', 'NC', '=N', 'S(=O)(=O)', 'C2', '=C1']"
remimazolam,"['COC(=O)', 'CC[C@@H]1', 'N=C(', 'C2=', 'CC=', 'CC', '=N', '2)', 'C2=', 'CC(', 'Br)', '=', 'CC', '=C2', 'N2', 'C(C)', '=', 'CN', '=C1', '2']"
mepyramine,"['CO', 'C1=', 'CC', '=C(', 'CN(', 'CCN(C)C)', 'C2=N', 'C=', 'CC', '=C', '2)', 'C=C1']"
risdiplam,"['CC1=', 'CN2', 'N=C(', 'C=C(C)', 'C2=', 'N1)', 'C1=', 'CC(=O)N2', 'C=C(', 'C=', 'CC2', '=N1', ')', 'N1', 'CCN', 'C2(', 'CC2)C1']"
baricitinib,"['CCS(=O)(=O)', 'N1', 'CC(', 'CC#N)', '(', 'C1)', 'N1', 'C=C(', 'C=', 'N1)', 'C1', '=C2', 'C=', 'CN', 'C2=N', 'C=', 'N1']"
midodrine,"['CO', 'C1=', 'CC(', 'C(O)', 'CNC(=O)', 'CN)', '=C(', 'OC)', 'C=C1']"
ertapenem,"['[H]', '[C@]12', '[C@@H](C)', 'C(S', '[C@]3(', '[H]', ')', 'CN', '[C@@](', '[H]', ')', '(', 'C3)', 'C(=O)N', 'C3=', 'CC=', 'CC(', '=C', '3)', 'C(O)=O)', '=C(', 'N1C(=O)', '[C@]2(', '[H]', ')', '[C@@H](C)O)', 'C(O)=O']"
fulvestrant,"['[H]', '[C@@]12', 'CC[C@H](O)', '[C@@]1(C)CC', '[C@]1(', '[H]', ')', 'C3=', 'CC', '=C(O)', 'C=C3', 'C[C@@H](', 'CCCCCCCC', 'C', 'S(=O)', 'CCCC', '(F)(F)', 'C(F)(F)F)', '[C@@]21', '[H]']"
