drug_name,smiles,tokens
paritaprevir,[H][C@@]12C[C@]1(NC(=O)[C@]1([H])C[C@H](CN1C(=O)[C@H](CCCCC\C=C/2)NC(=O)C1=CN=C(C)C=N1)OC1=NC2=C(C=CC=C2)C2=C1C=CC=C2)C(=O)NS(=O)(=O)C1CC1,"['[H]', '[C@@]12', 'C', '[C@]1(', 'NC(=O)', '[C@]1(', '[H]', ')', 'C[C@H](', 'CN1C(=O)', '[C@H](', 'CCCCC', '\\', 'C', '=C/', '2)', 'NC(=O)', 'C1=', 'CN', '=C(C)', 'C=', 'N1)', 'O', 'C1=N', 'C2=C(', 'C=', 'CC', '=C', '2)', 'C2', '=C1', 'C=', 'CC', '=C', '2)', 'C(=O)NS(=O)(=O)', 'C1CC1']"
diphenhydramine,CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1,"['CN(C)', 'CCOC(', 'C1=', 'CC=', 'CC=', 'C1)', 'C1=', 'CC=', 'CC', '=C1']"
fluorouracil,FC1=CNC(=O)NC1=O,"['F', 'C1=', 'CNC(=O)N', 'C1=O']"
abemaciclib,CCN1CCN(CC2=CC=C(NC3=NC=C(F)C(=N3)C3=CC(F)=C4N=C(C)N(C(C)C)C4=C3)N=C2)CC1,"['CCN1CCN(', 'CC2', '=', 'CC', '=C(N', 'C3=N', 'C=C(', 'F)', 'C(=N', '3)', 'C3=', 'CC', '(F)', '=C4', 'N', '=C(C)', 'N(C(C)C)', 'C4', '=C', '3)', 'N=C', '2)CC1']"
dasatinib,CC1=NC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=CC(=N1)N1CCN(CCO)CC1,"['CC1=N', 'C(N', 'C2=N', 'C=C(', 'S', '2)', 'C(=O)NC2', '=C(C)', 'C=', 'CC', '=C2', 'Cl)', '=', 'CC(', '=N1', ')', 'N1CCN(', 'CCO)', 'CC1']"
terfenadine,CC(C)(C)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,"['CC(C)(C)', 'C1=', 'CC', '=C(', 'C=', 'C1)', 'C(O)', 'CCCN1', 'CCC(', 'CC1)', 'C(O)(', 'C1=', 'CC=', 'CC=', 'C1)', 'C1=', 'CC=', 'CC', '=C1']"
sparfloxacin,C[C@H]1CN(C[C@@H](C)N1)C1=C(F)C(N)=C2C(=O)C(=CN(C3CC3)C2=C1F)C(O)=O,"['C[C@H]1', 'CN(C', '[C@@H](C)', 'N1)', 'C1=C(', 'F)', 'C(N)', '=C2', 'C(=O)C(', '=C', 'N(', 'C3CC3)', 'C2', '=C1', 'F)', 'C(O)=O']"
tubocurarine,[H][C@@]12CC3=CC=C(OC4=C5C(CC[N+](C)(C)[C@]5([H])CC5=CC(OC6=C(OC)C=C(CCN1C)C2=C6)=C(O)C=C5)=CC(OC)=C4O)C=C3,"['[H]', '[C@@]12', 'CC3', '=', 'CC', '=C(', 'OC4', '=C', '5', 'C(CC', '[N+](C)(C)', '[C@]5', '(', '[H]', ')', 'CC5', '=', 'CC(', 'OC', '6', '=C(', 'OC)', 'C=C(', 'CCN1', 'C)', 'C2', '=C', '6)', '=C(O)', 'C=C', '5)', '=', 'CC(', 'OC)', '=C4', 'O)', 'C=C3']"
diazepam,CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1,"['CN1', 'C2=C(', 'C=C(', 'Cl)', 'C=C', '2)', 'C(=N', 'CC1', '=O)', 'C1=', 'CC=', 'CC', '=C1']"
deoxycholic acid,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)[C@@H](O)C[C@@]1([H])[C@@]2([H])CC[C@]2([H])C[C@H](O)CC[C@]12C,"['[H]', '[C@@]12', 'CC[C@H](', '[C@H](C)', 'CCC(O)=O)', '[C@@]1(C)', '[C@@H](O)', 'C', '[C@@]1(', '[H]', ')', '[C@@]2(', '[H]', ')', 'CC', '[C@]2(', '[H]', ')', 'C[C@H](O)', 'CC', '[C@]12C']"
testosterone,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,"['[H]', '[C@@]12', 'CC[C@H](O)', '[C@@]1(C)CC', '[C@@]1(', '[H]', ')', '[C@@]2(', '[H]', ')', 'CCC2', '=CC(=O)', 'CC', '[C@]12C']"
pegvaliase,COCCOCCCCCC(=O)NCCCC[C@H](N)C(O)=O,"['COCCO', 'CCCC', 'CC(=O)N', 'CCCC', '[C@H](N)', 'C(O)=O']"
sodium ferric gluconate complex,[O--].[O--].[O--].[Na+].[Fe+3].[Fe+3].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,"['[O--]', '.', '[O--]', '.', '[O--]', '.', '[Na+]', '.', '[Fe+3]', '.', '[Fe+3]', '.', 'OC', '[C@@H](O)', '[C@@H](O)[C@H](O)', '[C@@H](O)', 'C(', '[O-])', '=O', '.', 'OC', '[C@H]1O', '[C@@](', 'CO)', '(O', '[C@H]2', 'O[C@H](CO)[C@@H](O)[C@H](O)', '[C@H]2O)', '[C@@H](O)', '[C@@H]1O', '.', 'OC', '[C@H]1O', '[C@@](', 'CO)', '(O', '[C@H]2', 'O[C@H](CO)[C@@H](O)[C@H](O)', '[C@H]2O)', '[C@@H](O)', '[C@@H]1O', '.', 'OC', '[C@H]1O', '[C@@](', 'CO)', '(O', '[C@H]2', 'O[C@H](CO)[C@@H](O)[C@H](O)', '[C@H]2O)', '[C@@H](O)', '[C@@H]1O', '.', 'OC', '[C@H]1O', '[C@@](', 'CO)', '(O', '[C@H]2', 'O[C@H](CO)[C@@H](O)[C@H](O)', '[C@H]2O)', '[C@@H](O)', '[C@@H]1O', '.', 'OC', '[C@H]1O', '[C@@](', 'CO)', '(O', '[C@H]2', 'O[C@H](CO)[C@@H](O)[C@H](O)', '[C@H]2O)', '[C@@H](O)', '[C@@H]1O']"
deserpidine,[H][C@]12C[C@@H](OC(=O)C3=CC(OC)=C(OC)C(OC)=C3)[C@H](OC)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]1([H])N(CCC3=C1NC1=CC=CC=C31)C2,"['[H]', '[C@]12', 'C[C@@H](', 'OC(=O)', 'C3=', 'CC(', 'OC)', '=C(', 'OC)', 'C(OC)', '=C', '3)', '[C@H](OC)', '[C@@H](', 'C(=O)OC)', '[C@@]1(', '[H]', ')', 'C', '[C@@]1(', '[H]', ')', 'N(', 'CCC3', '=C1', 'N', 'C1=', 'CC=', 'CC', '=C3', '1)', 'C2']"
cabotegravir,[H][C@@]12CN3C=C(C(=O)NCC4=C(F)C=C(F)C=C4)C(=O)C(O)=C3C(=O)N1[C@@H](C)CO2,"['[H]', '[C@@]12', 'CN3', 'C=C(', 'C(=O)N', 'CC4', '=C(', 'F)', 'C=C(', 'F)', 'C=C', '4)', 'C(=O)', 'C(O)', '=C3', 'C(=O)N1', '[C@@H](C)', 'CO2']"
ferric derisomaltose,[Fe+3].OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO[C@H]1O[C@H](CO[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O,"['[Fe+3]', '.', 'OC', '[C@H](O)[C@@H](O)[C@H](O)', '[C@H](O)', 'CO[C@H]1', 'O[C@H](CO', '[C@H]2', 'O[C@H](CO)[C@@H](O)[C@H](O)', '[C@H]2O)', '[C@@H](O)[C@H](O)', '[C@H]1O']"
fondaparinux,CO[C@H]1O[C@H](COS(O)(=O)=O)[C@@H](O[C@@H]2O[C@H]([C@@H](O[C@H]3O[C@H](COS(O)(=O)=O)[C@@H](O[C@@H]4O[C@@H]([C@@H](O[C@H]5O[C@H](COS(O)(=O)=O)[C@@H](O)[C@H](O)[C@H]5NS(O)(=O)=O)[C@H](O)[C@H]4O)C(O)=O)[C@H](OS(O)(=O)=O)[C@H]3NS(O)(=O)=O)[C@H](O)[C@H]2OS(O)(=O)=O)C(O)=O)[C@H](O)[C@H]1NS(O)(=O)=O,"['CO[C@H]1', 'O[C@H](CO', 'S', '(O)', '(=O)=O)', '[C@@H](', 'O[C@@H]2', 'O[C@H](', '[C@@H](O', '[C@H]3', 'O[C@H](CO', 'S', '(O)', '(=O)=O)', '[C@@H](O', '[C@@H]4', 'O[C@@H](', '[C@@H](O', '[C@H]5', 'O[C@H](CO', 'S', '(O)', '(=O)=O)', '[C@@H](O)[C@H](O)', '[C@H]5', 'N', 'S', '(O)', '(=O)=O)', '[C@H](O)', '[C@H]4', 'O)', 'C(O)=O)', '[C@H](O', 'S', '(O)', '(=O)=O)', '[C@H]3', 'N', 'S', '(O)', '(=O)=O)', '[C@H](O)', '[C@H]2O', 'S', '(O)', '(=O)=O)', 'C(O)=O)', '[C@H](O)', '[C@H]1', 'N', 'S', '(O)', '(=O)=O']"
bisoprolol,CC(C)NCC(O)COC1=CC=C(COCCOC(C)C)C=C1,"['CC(C)N', 'CC(O)CO', 'C1=', 'CC', '=C(', 'COCCO', 'C(C)C)', 'C=C1']"
ibrutinib,NC1=NC=NC2=C1C(=NN2[C@@H]1CCCN(C1)C(=O)C=C)C1=CC=C(OC2=CC=CC=C2)C=C1,"['NC1=N', 'C=N', 'C2', '=C1', 'C(=N', 'N2', '[C@@H]1', 'CCCN(', 'C1)', 'C(=O)', 'C=C)', 'C1=', 'CC', '=C(', 'O', 'C2=', 'CC=', 'CC', '=C', '2)', 'C=C1']"
sulfasalazine,OC(=O)C1=CC(=CC=C1O)\N=N\C1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=C1,"['OC(=O)', 'C1=', 'CC(', '=', 'CC', '=C1', 'O)', '\\', 'N', '=N\\', 'C1=', 'CC', '=C(', 'C=', 'C1)', 'S(=O)(=O)N', 'C1=N', 'C=', 'CC', '=C1']"
desloratadine,ClC1=CC2=C(C=C1)C(=C1CCNCC1)C1=C(CC2)C=CC=N1,"['Cl', 'C1=', 'CC2', '=C(', 'C=', 'C1)', 'C(=', 'C1', 'CCN', 'CC1)', 'C1=C(', 'CC2)', 'C=', 'CC=', 'N1']"
escitalopram,CN(C)CCC[C@]1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1,"['CN(C)', 'CCC', '[C@]1(', 'OCC2', '=C1', 'C=CC(', '=C', '2)', 'C#N)', 'C1=', 'CC', '=C(', 'F)', 'C=C1']"
dasabuvir,COC1=C(C=C(C=C1C1=CC2=CC=C(NS(C)(=O)=O)C=C2C=C1)N1C=CC(=O)NC1=O)C(C)(C)C,"['CO', 'C1=C(', 'C=C(', 'C=C1', 'C1=', 'CC2', '=', 'CC', '=C(N', 'S(C)(=O)=O)', 'C=C2', 'C=', 'C1)', 'N1', 'C=', 'CC(=O)N', 'C1=O)', 'C(C)(C)C']"
paraldehyde,CC1OC(C)OC(C)O1,"['CC1', 'OC(C)', 'OC(C)', 'O1']"
yohimbine,[H][C@@]12CC[C@H](O)[C@H](C(=O)OC)[C@@]1([H])C[C@]1([H])N(CCC3=C1NC1=CC=CC=C31)C2,"['[H]', '[C@@]12', 'CC[C@H](O)', '[C@H](', 'C(=O)OC)', '[C@@]1(', '[H]', ')', 'C', '[C@]1(', '[H]', ')', 'N(', 'CCC3', '=C1', 'N', 'C1=', 'CC=', 'CC', '=C3', '1)', 'C2']"
hydroxyzine,OCCOCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,"['OCCOCC', 'N1CCN(', 'CC1)', 'C(', 'C1=', 'CC=', 'CC=', 'C1)', 'C1=', 'CC', '=C(', 'Cl)', 'C=C1']"
quetiapine,OCCOCCN1CCN(CC1)C1=NC2=CC=CC=C2SC2=CC=CC=C12,"['OCCOCC', 'N1CCN(', 'CC1)', 'C1=N', 'C2=', 'CC=', 'CC', '=C2', 'S', 'C2=', 'CC=', 'CC', '=C1', '2']"
encorafenib,COC(=O)N[C@@H](C)CNC1=NC=CC(=N1)C1=CN(N=C1C1=CC(Cl)=CC(NS(C)(=O)=O)=C1F)C(C)C,"['COC(=O)N', '[C@@H](C)', 'CN', 'C1=N', 'C=CC(', '=N1', ')', 'C1=C', 'N(', 'N=C1', 'C1=', 'CC(', 'Cl)', '=', 'CC(N', 'S(C)(=O)=O)', '=C1', 'F)', 'C(C)C']"
paramethadione,CCC1(C)OC(=O)N(C)C1=O,"['CCC1', '(C)', 'O', 'C(=O)N(C)', 'C1=O']"
magnesium sulfate,[Mg++].[O-]S([O-])(=O)=O,"['[Mg++]', '.', '[O-]', 'S(', '[O-])', '(=O)=O']"
dexfenfluramine,CCN[C@@H](C)CC1=CC=CC(=C1)C(F)(F)F,"['CCN', '[C@@H](C)', 'CC1=', 'CC=', 'CC(', '=', 'C1)', 'C(F)(F)F']"
valaciclovir,CC(C)[C@H](N)C(=O)OCCOCN1C=NC2=C1NC(N)=NC2=O,"['CC(C)', '[C@H](N)', 'C(=O)', 'OCCO', 'CN1', 'C=N', 'C2', '=C1', 'NC(N)', '=N', 'C2=O']"
danazol,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC3=C(C[C@]12C)C=NO3,"['[H]', '[C@@]12', 'CC', '[C@@](O)(', 'C#', 'C)', '[C@@]1(C)CC', '[C@@]1(', '[H]', ')', '[C@@]2(', '[H]', ')', 'CCC2', '=', 'CC3', '=C(', 'C[C@]12', 'C)C', '=N', 'O', '3']"
copanlisib,COC1=C(OCCCN2CCOCC2)C=CC2=C1N=C(NC(=O)C1=CN=C(N)N=C1)N1CCN=C21,"['CO', 'C1=C(', 'OCC', 'CN2', 'CCOCC2)', 'C=', 'CC2', '=C1', 'N=C(', 'NC(=O)', 'C1=', 'CN=C(', 'N)N', '=', 'C1)', 'N1', 'CCN', '=C2', '1']"
oxytetracycline,[H][C@@]12[C@@H](O)[C@@]3([H])C(C(=O)C4=C(C=CC=C4O)[C@@]3(C)O)=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C,"['[H]', '[C@@]12', '[C@@H](O)', '[C@@]3(', '[H]', ')', 'C(C(=O)', 'C4', '=C(', 'C=', 'CC', '=C4', 'O)', '[C@@]3(C)', 'O)', '=C(O)', '[C@]1(O)', 'C(=O)C(', 'C(N)=O)', '=C(O)', '[C@H]2', 'N(C)C']"
carmustine,ClCCNC(=O)N(CCCl)N=O,"['Cl', 'CCNC(=O)', 'N(CCCl)', 'N', '=O']"
cephalexin,[H][C@]12SCC(C)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(O)=O,"['[H]', '[C@]12', 'S', 'CC(C)', '=C(', 'N1C(=O)', '[C@H]2', 'NC(=O)[C@H](', 'N)', 'C1=', 'CC=', 'CC=', 'C1)', 'C(O)=O']"
potassium gluconate,[K+].[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C([O-])=O,"['[K+]', '.', '[H]', '[C@@](O)(', 'CO)', '[C@@](', '[H]', ')', '(O)', '[C@](', '[H]', ')', '(O)', '[C@@](', '[H]', ')', '(O)', 'C(', '[O-])', '=O']"
macitentan,CCCNS(=O)(=O)NC1=C(C(OCCOC2=NC=C(Br)C=N2)=NC=N1)C1=CC=C(Br)C=C1,"['CCCN', 'S(=O)(=O)N', 'C1=C(', 'C(', 'OCCO', 'C2=N', 'C=C(', 'Br)', 'C=N', '2)', '=N', 'C=', 'N1)', 'C1=', 'CC', '=C(', 'Br)', 'C=C1']"
ranitidine,CNC(NCCSCC1=CC=C(CN(C)C)O1)=C[N+]([O-])=O,"['CN', 'C(N', 'CCS', 'CC1=', 'CC', '=C(', 'CN(C)C)', 'O1)', '=C', '[N+]([O-])=O']"
selegiline,C[C@H](CC1=CC=CC=C1)N(C)CC#C,"['C[C@H](', 'CC1=', 'CC=', 'CC=', 'C1)', 'N', '(C)CC', '#', 'C']"
methadone,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1,"['CC', 'C(=O)C(', 'CC(C)', 'N(C)C)', '(', 'C1=', 'CC=', 'CC=', 'C1)', 'C1=', 'CC=', 'CC', '=C1']"
digitoxin,[H][C@@]1(CC[C@]2(O)[C@]3([H])CC[C@]4([H])C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1)C1=CC(=O)OC1,"['[H]', '[C@@]1', '(CC', '[C@]2(O)', '[C@]3(', '[H]', ')', 'CC[C@]4', '(', '[H]', ')', 'C[C@H](', 'CC[C@]4(C)', '[C@@]3(', '[H]', ')', 'CC', '[C@]12', 'C)', 'O[C@H]1', 'C[C@H](O)', '[C@H](', 'O[C@H]2', 'C[C@H](O)', '[C@H](O', '[C@H]3', 'C[C@H](O)', '[C@H](O)', '[C@@H](C)', 'O3)', '[C@@H](C)', 'O2)', '[C@@H](C)', 'O1)', 'C1=', 'CC(=O)O', 'C1']"
rosuvastatin,CC(C)C1=NC(=NC(C2=CC=C(F)C=C2)=C1\C=C\[C@@H](O)C[C@@H](O)CC(=O)O)N(C)S(C)(=O)=O,"['CC(C)', 'C1=N', 'C(=N', 'C(', 'C2=', 'CC', '=C(', 'F)', 'C=C', '2)', '=C1\\', 'C=C\\', '[C@@H](O)', 'C[C@@H](O)', 'CC(=O)O)', 'N(C)', 'S(C)(=O)=O']"
rufinamide,NC(=O)C1=CN(CC2=C(F)C=CC=C2F)N=N1,"['NC(=O)', 'C1=C', 'N(', 'CC2', '=C(', 'F)', 'C=', 'CC', '=C2', 'F)', 'N', '=N1']"
metoprolol,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,"['CO', 'CCC1', '=', 'CC', '=C(', 'OCC(O)', 'CN', 'C(C)C)', 'C=C1']"
indapamide,CC1CC2=CC=CC=C2N1NC(=O)C1=CC(=C(Cl)C=C1)S(N)(=O)=O,"['CC1', 'CC2', '=', 'CC=', 'CC', '=C2', 'N1', 'NC(=O)', 'C1=', 'CC(', '=C(', 'Cl)', 'C=', 'C1)', 'S(N)', '(=O)=O']"
dacarbazine,CN(C)\N=N\C1=C(N=CN1)C(N)=O,"['CN(C)', '\\', 'N', '=N\\', 'C1=C(', 'N=', 'CN', '1)', 'C(N)=O']"
hydroxocobalamin,[N+]1=2[Co-3]345([N+]6=C7[C@H]([C@@](CC(=O)N)(C)[C@@]6([C@@]6(N3C(=C(C)C3=[N+]4C(C(C)(C)[C@@H]3CCC(=O)N)=CC3=[N+]5C(=C7C)[C@@](CC(=O)N)([C@@H]3CCC(=O)N)C)[C@@](C)([C@H]6CC(=O)N)CCC(NC[C@@H](C)OP(=O)(O[C@@H]3[C@H](O[C@H](N(C4=CC(=C(C=C14)C)C)C=2)[C@@H]3O)CO)[O-])=O)[H])C)CCC(=O)N)O[H],"['[N+]1', '=', '2', '[Co-3]', '3', '4', '5', '(', '[N+]', '6', '=C', '7', '[C@H](', '[C@@](', 'CC(=O)', 'N)', '(C)', '[C@@]', '6', '(', '[C@@]', '6', '(N3', 'C(=', 'C(C)', 'C3', '=[N+]', '4', 'C(', 'C(C)(C)', '[C@@H]3', 'CCC(=O)N', ')', '=', 'CC3', '=[N+]', '5', 'C(', '=C', '7', 'C)', '[C@@](', 'CC(=O)', 'N)', '(', '[C@@H]3', 'CCC(=O)N', ')', 'C)', '[C@@](C)(', '[C@H]', '6', 'CC(=O)', 'N)', 'CCC(N', 'C[C@@H](C)', 'O', 'P(=O)(O', '[C@@H]3', '[C@H](', 'O[C@H](', 'N(', 'C4', '=', 'CC(', '=C(', 'C=C1', '4)', 'C)C)', 'C=', '2)', '[C@@H]3', 'O)', 'CO)', '[O-])', '=O)', '[H]', ')', 'C)', 'CCC(=O)N', ')', 'O', '[H]']"
pralidoxime,C[N+]1=C(\C=N\O)C=CC=C1,"['C', '[N+]1', '=C(\\', 'C', '=N\\', 'O)', 'C=', 'CC', '=C1']"
pemoline,NC1=NC(=O)C(O1)C1=CC=CC=C1,"['N', 'C1=', 'NC(=O)', 'C(O', '1)', 'C1=', 'CC=', 'CC', '=C1']"
flunisolide,[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO,"['[H]', '[C@@]12', 'C', '[C@@]3(', '[H]', ')', '[C@]4', '(', '[H]', ')', 'C[C@H](', 'F)', 'C5', '=CC(=O)', 'C=C', '[C@]5', '(C)', '[C@@]4', '(', '[H]', ')', '[C@@H](O)', 'C', '[C@]3(C)', '[C@@]1', '(O', 'C(C)(C)', 'O2)', 'C(=O)', 'CO']"
magnesium hydroxide,[OH-].[OH-].[Mg++],"['[OH-]', '.', '[OH-]', '.', '[Mg++]']"
paromomycin,NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,"['N', 'C[C@@H]1', 'O[C@H](', 'O[C@@H]2', '[C@@H](CO)', 'O[C@@H](', 'O[C@@H]3', '[C@@H](O)', '[C@H](N)', 'C[C@H](N)', '[C@H]3', 'O[C@H]3', 'O[C@H](CO)[C@@H](O)[C@H](O)', '[C@H]3', 'N)', '[C@@H]2O)', '[C@H](N)', '[C@@H](O)', '[C@@H]1O']"
bleomycin,[H][C@](C)(NC(=O)[C@@]([H])(NC(=O)C1=NC(=NC(N)=C1C)[C@H](CC(N)=O)NC[C@H](N)C(N)=O)[C@@]([H])(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)C1=CNC=N1)[C@@H](O)[C@H](C)C(=O)N[C@]([H])(C(=O)NCCC1=NC(=CS1)C1=NC(=CS1)C(=O)NCCC[S+](C)C)[C@@]([H])(C)O,"['[H]', '[C@](C)(', 'NC(=O)', '[C@@](', '[H]', ')', '(', 'NC(=O)', 'C1=N', 'C(=N', 'C(N)', '=C1', 'C)', '[C@H](', 'CC(N)=O)', 'N', 'C[C@H](N)', 'C(N)=O)', '[C@@](', '[H]', ')', '(O', 'C1', 'OC(CO)', 'C(O)C(O)', 'C1', 'OC1', 'OC(CO)', 'C(O)', 'C(O', 'C(N)=O)', 'C1', 'O)', 'C1=', 'CN', 'C=', 'N1)', '[C@@H](O)', '[C@H](C)', 'C(=O)N', '[C@](', '[H]', ')', '(', 'C(=O)N', 'CCC1', '=N', 'C(', '=C', 'S', '1)', 'C1=N', 'C(', '=C', 'S', '1)', 'C(=O)N', 'CCC', '[S+]', '(C)C)', '[C@@](', '[H]', ')', '(C)', 'O']"
lansoprazole,CC1=C(OCC(F)(F)F)C=CN=C1CS(=O)C1=NC2=CC=CC=C2N1,"['CC1=C(', 'OCC', '(F)(F)F)', 'C=', 'CN', '=C1', 'C', 'S(=O)', 'C1=N', 'C2=', 'CC=', 'CC', '=C2', 'N1']"
duloxetine,CNCC[C@H](OC1=CC=CC2=CC=CC=C12)C1=CC=CS1,"['CN', 'CC[C@H](', 'O', 'C1=', 'CC=', 'CC2', '=', 'CC=', 'CC', '=C1', '2)', 'C1=', 'CC', '=C', 'S1']"
acetylsalicylic acid,CC(=O)OC1=CC=CC=C1C(O)=O,"['CC(=O)O', 'C1=', 'CC=', 'CC', '=C1', 'C(O)=O']"
tamoxifen,CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,"['CC', '\\', 'C(', '=C(/', 'C1=', 'CC=', 'CC=', 'C1)', 'C1=', 'CC', '=C(', 'OCC', 'N(C)C)', 'C=', 'C1)', 'C1=', 'CC=', 'CC', '=C1']"
dicloxacillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=C(Cl)C=CC=C1Cl)C(O)=O,"['[H]', '[C@]12', 'S', 'C(C)(C)', '[C@@H](', 'N1C(=O)', '[C@H]2', 'NC(=O)', 'C1=C(C)', 'O', 'N=C1', 'C1=C(', 'Cl)', 'C=', 'CC', '=C1', 'Cl)', 'C(O)=O']"
nalbuphine,O[C@H]1CC[C@@]2(O)[C@H]3CC4=CC=C(O)C5=C4[C@@]2(CCN3CC2CCC2)[C@H]1O5,"['O[C@H]1', 'CC', '[C@@]2(O)', '[C@H]3', 'CC4', '=', 'CC', '=C(O)', 'C5', '=C4', '[C@@]2(', 'CCN3', 'CC2', 'CCC2)', '[C@H]1O', '5']"
romidepsin,C\C=C1/NC(=O)[C@H]2CSSCC\C=C\[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@@H](NC1=O)C(C)C,"['C', '\\', 'C=C1', '/', 'NC(=O)', '[C@H]2', 'CS', 'S', 'CC', '\\', 'C=C\\', '[C@H](', 'CC(=O)N', '[C@H](C(C)C)', 'C(=O)N', '2)', 'OC(=O)', '[C@@H](N', 'C1=O)', 'C(C)C']"
nitroprusside,O=N[Fe--](C#N)(C#N)(C#N)(C#N)C#N,"['O', '=N', '[Fe--]', '(', 'C#N)', '(', 'C#N)', '(', 'C#N)', '(', 'C#N)', 'C#N']"
doxylamine,CN(C)CCOC(C)(C1=CC=CC=C1)C1=CC=CC=N1,"['CN(C)', 'CCO', 'C(C)(', 'C1=', 'CC=', 'CC=', 'C1)', 'C1=', 'CC=', 'CC=', 'N1']"
nicotine,CN1CCC[C@H]1C1=CN=CC=C1,"['CN1', 'CCC[C@H]1', 'C1=', 'CN', '=', 'CC', '=C1']"
mecamylamine,CNC1(C)C2CCC(C2)C1(C)C,"['CN', 'C1(C)', 'C2', 'CCC(', 'C2)C1', '(C)C']"
halazepam,FC(F)(F)CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1,"['FC(F)(F)', 'CN1', 'C2=C(', 'C=C(', 'Cl)', 'C=C', '2)', 'C(=N', 'CC1', '=O)', 'C1=', 'CC=', 'CC', '=C1']"
sulfisoxazole,CC1=NOC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1C,"['CC1=N', 'O', 'C(N', 'S(=O)(=O)', 'C2=', 'CC', '=C(N)', 'C=C', '2)', '=C1', 'C']"
sofosbuvir,CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@H](N2C=CC(=O)NC2=O)[C@](C)(F)[C@@H]1O)OC1=CC=CC=C1,"['CC(C)', 'OC(=O)', '[C@H](C)N', '[P@]', '(=O)', '(', 'OC[C@H]1O[C@@H](', 'N2', 'C=', 'CC(=O)N', 'C2=O)', '[C@]', '(C)', '(F)', '[C@@H]1O)', 'O', 'C1=', 'CC=', 'CC', '=C1']"
